"Сводный реестр выданных, приостановленных и аннулированных лицензий на розничную торговлю алкогольной продукцией по состоянию на 28.09.2012",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Адрес места нахождения организации,Адрес электронной почты,Адрес осуществления вида деятельности ,КПП обособленного подразделения,Код субъекта РФ,Код субъекта по месту осуществления деятельности,Серия лицензии,Номер лицензии,Дата выдачи ,Дата окончания действия ,Дата приостановления действия ,Дата возобновления действия ,Дата прекращения действия ,Дата аннулирования,Статус лицензии,Дата изменения статуса,Руководитель организации,Телефон,Приказ Минэкономразвития,Срок окончания аренды
,"ООО ТД ""Берилл""",4101091925,410101001,"г. Петропавловск-Камчатский, ул. Вулканная, д.21 а,",,"г. Петропавловск-Камчатский, ул. Владивостокская, д.17, гастроном № 5",,41,41, к 007612,317-К ,6/30/2011,6/30/2016,,,,,действующая,,,,,
561,"ООО ""торговый дом Курант""",8202010609,820101001,"пгт. Палана, ул. Ленина, д. 18",,"пгт. Палана, ул. Ленина, д. 19, магазин ""Торговый дом""",,41,41,к 007806,12-Т,12/23/2011,12/23/2016,,,,,действующая,,,"8(41543)31537,    8(914)6252244",Приказ о выдаче от 22.11.2011 № 422,11/23/2031
,"ООО ТД ""Никитин"" ",4100014999,410101001,"г. Петропавловск-Камчатский, ул. Лукашевского, д. 23, нежилые помещения поз. №11 1-го эт., поз. 2-6, 8-10 2 эт., поз. № 11 3эт., лит. К",,"г. Петропавловск-Камчатский, ул. Чубарова, д.16, павильон ""Гамбринус-2""",,41,41,к 007887,260-К ,4/13/2012,6/20/2013,,,,,действующая,,,,Приказ о переоформлении от 09.04.2012 № 134,
565,"ООО ТДЦ ""Парни""",4100021690,410101001,"г. Петропавловск-Камчатский, ул. Вулканная, д.64,",,"г. Петропавловск-Камчатский, ул. Абеля, д.8, Торгово-досуговый центр ""Парни""",,41,41, к 006830,18-К ,4/17/2008,4/17/2013,5/15/2008,5/22/2008,,,действующая,,,8(41522)50977,,
,"ООО ""Теремок""",4101109040,410101001,"г. Петропавловск-Камчатский, ул. Давыдова, д.23",,"г. Петропавловск-Камчатский, ул. Давыдова, д.23,  магазин ""Теремок""",,41,41,к 007936,273-К,6/4/2012,6/4/2013,,,,,действующая,,,,Приказ о выдаче от 04.06.2012 № 232,собственность
569,"ООО ""Тигильская горная компания""",8202010239,820101001,"Тигильский р-н, с. Тигиль, ул. Калининская, д.50",,"Тигильский р-н, с. Тигиль, переулок Строительный, д.19",,41,41,к 007848,15-Т,2/9/2012,2/9/2014,,,,,действующая,,Харитонов Владислав Юрьевич,"8(914)6246452, 8(41537)21039",Приказ о выдаче от 06.02.2012  №     ,12/31/2013
570,"ООО ""Тихая гавань""","4105036523  
",410501001,"Елизовский р-н, п. Термальный, ул. Больше-Банная, д.21а,",,"Елизовский р-н, п. Термальный, ул. Промысловая, д.12, павильон ""Продукты""",,41,41,к 006986,48-Е ,10/16/2009,10/16/2014,,,,,действующая,,,"(841531)44116, 8(914)6205443",,
,"ООО ТК ""ДеЛи""",4101107847,410101001,"г. Петропавловск-Камчатский, ул. Академика Курчатова, д.45,",,"г. Петропавловск-Камчатский, ул. Академика Курчатова, д.45, магазин ""Лиза""",,41,41, к 007587,259-К ,6/23/2011,6/23/2013,,,,,действующая,,,,,
572,"ООО ТК ""КАМОС""",4105031123,410501001,"г. Елизово, ул. Звездная, д.4,",,"г. Елизово, ул. Звездная, д.4, магазин ""Продукты""",,41,41,к 006903,14-Е ,8/22/2008,8/22/2013,,,,,действующая,,,,,
,"ООО ТК ""Тамерлан""",4101106120,410101001,"г. Петропавловск-Камчатский, Космический проезд, д.5 б, кв.404 а",,"Карагинский р-н, п. Оссора, ул. Лукашевского, д.68а, магазин ""Восток""",,41,41,к 007979,302-К,8/11/2012,8/11/2017,,,,,действующая,,,,Приказ о выдаче от 09.08.2012 № 397,5/29/2032
,"ООО ТК ""Тамерлан""",4101106120,410101001,"г. Петропавловск-Камчатский, Космический проезд, д.5 б, кв.404 а",,"Карагинский р-н, п. Оссора, ул. Лукашевского, д.68а, Кафе-бар ""Камчадалочка""",,41,41,к 007979,302-К,8/11/2012,8/11/2017,,,,,действующая,,,,,5/29/2032
,"ООО ТК ""Тамерлан""",4101106120,410101001,"г. Петропавловск-Камчатский, Космический проезд, д.5 б, кв.404 а",,"Карагинский р-н, п. Оссора, ул. Лукашевского, д.69, магазин ""Весна""",,41,41,к 007979,302-К,8/11/2012,8/11/2017,,,,,действующая,,,,,5/29/2032
,"ООО ""Топос""",4101103585,410101001,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д.1а,",,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д.1 а, магазин ""Продукты днем и ночью""",,41,41, к 007584,179-К,7/4/2011,7/4/2016,,,,,действующая,,,,,
,"ООО ""Торговая компания Вулкан""",4105030659,410501001,"Елизовский р-н, п. Вулканный, ул. Центральная, д.12,",," Елизовский р-н, п. Вулканный, ул. Центральная, д.12, магазин ""Эконом""",,41,41,к 007962,113-Е,7/20/2012,7/20/2015,,,,,действующая,,,,Приказ о выдаче лицензии от 19.07.2012 № 345,12/31/2022
,"ООО ""Торговая компания Причал""",4102008503,410201001,"г. Вилючинск, ул. Победы, д.10, кв.23",,"г. Вилючинск, ул. Победы, д.6 а, магазин ""Причал""",,41,41,к 007712,157-В,7/21/2011,7/21/2013,,,,,действующая,,,,,
578,"ООО ""Торговля в розницу"" ",4105031885,410501001,"Елизовский р-н, п. Термальный, ул. Паратунская, д.5а,",,"Елизовский р-н, п. Термальный, ул. Паратунская, д.5а, магазин ""Продукты""",,41,41, к 006843,731-Е,11/23/2007,11/23/2012,,,,,действующая,,,"8(951)2902599
",,
,"ООО ""Трэк""",4105029565,410501001,"г.Елизово, ул. Ленина д.32 кв.85",,"г. Елизово, ул. Лесная, д.1 б, магазин ""Березка""",,41,41,к 007983,115-Е,7/22/2012,7/22/2013,,,,,действующая,,,8(41531)6-6450,"Приказ ""О продлении срока действия лицензии"" № 346 от 19.07.2012 ",11/18/2016
,"ООО ""Тридцатый""",4105029212,410501001,"г. Елизово, Радужный переулок д. 4, кв. 48",,"г. Елизово, ул. Магистральная, д.32, магазин ""Татьяна""",,41,41, к 007592,635-Е ,6/28/2011,6/28/2013,,,,,действующая,,,,,
,"ООО ""Тридцатый""",4105029212,410501001,"г. Елизово, Радужный переулок д. 4, кв. 48",,"Елизовский р-н, павильон ""Продукты"", СОТ ""Сосенка""",,41,41, к 007592,635-Е ,6/28/2011,6/28/2013,,,,,действующая,,,,,
,"ООО ""Тридцатый""",4105029212,410501001,"г. Елизово, Радужный переулок д. 4, кв. 48",,"Елизовский р-н, павильон ""Продукты"" , СОТ ""Березка"" ",,41,41, к 007592,635-Е ,6/28/2011,6/28/2013,,,,,действующая,,,,,
,"ООО ""Тридцатый""",4105029212,410501001,"г. Елизово, Радужный переулок д. 4, кв. 48",,"Елизовский р-н, павильон ""Продукты"", СОТ ""Брусничка""",,41,41, к 007592,635-Е ,6/28/2011,6/28/2013,,,,,действующая,,,,,
,"ООО ""Трио""",4105029572,410501001,"Елизовский р-н, п. Коряки, ул. Колхозная, д.26, кв.8",,"Елизовский р-н, п. Центральные Коряки, ул. Шоссейная, в/в отдел павильона ""Эдельвейс""",,41,41,к 007744,673-Е ,8/4/2011,8/4/2016,,,,,действующая,,,,,
,"ООО ""Трио""",4105029572,410501001,"Елизовский р-н, п. Коряки, ул. Колхозная, д.26, кв.8",,"Елизовский р-н, п. Центральные Коряки, ул. Шоссейная, в/в отдел павильона ""Элис""",,41,41,к 007744,673-Е ,8/4/2011,8/4/2016,,,,,действующая,,,,,
,"ООО ""ТриоКАМ""",4101104275,410101001,"г. Петропавловск-Камчатский, ул. Петра Ильичева, д.48,",,"г. Петропавловск-Камчатский, ул. Петра Ильичева, д.48, павильон ""Тройка""",,41,41,к 007470,195-К ,3/17/2011,3/17/2016,,,,,действующая,,,,,
585,"ООО ""Трофи""",4101107100,410101001,"г. Петропавловск-Камчатский, ул. Капитана Драбкина, д.8,",,"г. Петропавловск-Камчатский, ул. Океанская, д.64, магазин ""Полюс""",,41,41,к 006833,28-К ,5/16/2008,5/16/2013,11/8/2008,12/9/2008,,,действующая,,, 8(961)9624122,,
,"ООО ""Троя""",4102008119,410201001,"г. Вилючинск, ул. Победы, д.20, кв.86",,"г. Вилючинск, ул. Кронштадтская, д.12, магазин ""Орион""",,41,41,к 007978,33-В,8/14/2012,8/14/2013,,,,,действующая,,,,Приказ о выдаче от 10.08.2012 № 400,6/30/2015
589,"ООО ""Тыбек"" ",8202003263,820101001,"Тигильский р-н, с. Тигиль, ул. Калининская, д.8, кв.35",,"Тигильский р-н, с. Усть-Хайрюзово, ул. Флотская, д.36, корп.8, магазин № 1",,41,41, к 007178,3-Т,3/18/2009,3/18/2014,,,,,действующая,,,8(41531)58981,,
590,"ООО ""Тымлатский рыбокомбинат""",8203002819,820301001,"Карагинский р-н, с. Тымлат, ул. Набережная, д.30,",,"Карагинский р-н, с. Тымлат, ул. Набережная, д.17, магазин ""Арго""",,41,41, к 007348,5-КР ,7/2/2010,7/2/2013,,,,,действующая,,,"8(4152)434391, 8(4152)434331",,
591,"ООО ""Угол""",4105033339,410501001,"Елизовский р-н, п. Сосновка, ул. Центральная, д.3, кв.3",,"г. Елизово, ул. Завойко, Кафе-экспресс",,41,41,к 006881,9-Е,6/20/2008,6/20/2013,,,,,действующая,,,"8(914)6213291, 8(41531)55376",,
,"ООО ""Удача""",4101108625,410101001,"г. Петропавловск-Камчатский, ул. Дальневосточная, д.12, кв.9",,"г. Петропавловск-Камчатский, ул. Владивостокская, д.47/3, павильон ""Удача""",,41,41,к 007547,171-К ,6/23/2011,6/23/2014,,,,,действующая,,,,,
,"ООО ""Удача""",4105029413,410501001,"г. Елизово, ул. Рябикова, д.59, кв.153",,"г. Елизово, ул. Магистральная, мини-рынок (26 км), павильон ""Продукты-Закусочная""",,41,41,к 007524,226-К ,5/12/2011,5/12/2016,,,,,действующая,,,,,
,"ООО ""Удача""",4105029413,410501001,"г. Елизово, ул. Рябикова, д.59, кв.153",,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д.7/1, магазин ""Продукты""",,41,41,к 007524,226-К ,5/12/2011,5/12/2016,,,,,действующая,,,,,
,"ООО ""Успех""",4101119874,410101001,"г. Петропавловск-Камчатский, ул. Ракетная,  76-1,2",,"Елизовский р-н, магазин ООО ""Успех"" СОТ ""Домост",,41,41,к 007384,124-К ,6/9/2010,1/18/2013,,,,,действующая,,,,,
,"ООО ""Успех""",4105029244,410501001,"г. Елизово, ул. Омская, д.33, корп.а,",,"г. Елизово, ул. Взлетная, д.6, павильон ""продукты""",,41,41, к 007675,79-Е ,7/8/2011,7/8/2014,,,,,действующая,,,,,
,"ООО ""Уют""",4105030867,410501001,"г. Елизово, ул. Магистральная, д.71,",,"г. Елизово, ул. Магистральная, д.71, кафе ""Уют"", до 16,5%",,41,41, к 007778,91-Е ,10/5/2011,10/5/2012,,,,,действующая,,,,,
,"ООО ""Фамаран""",4108006541,410801001,"Усть-Большерецкий р-н, с. Усть-Большерецк, ул. Бочкарева, д.5,",,"Усть-Большерецкий р-н, с. Усть-Большерецк, ул. Бочкарева, д.5, в/в отдел магазина ""Ника""",,41,41, к 007558,6-УБ,6/13/2011,6/13/2016,,,,,действующая,,,,,
,"ООО ""Фамаран""",4108006541,410801001,"Усть-Большерецкий р-н, с. Усть-Большерецк, ул. Бочкарева, д.5,",,"Усть-Большерецкий р-н, с. Усть-Большерецк, ул. Бочкарева, д.5, кафе ""Афродита""",,41,41, к 007558,6-УБ,6/13/2011,6/13/2016,,,,,действующая,,,,,
,"ООО ""Фарма-Восток""",4101118976,410101001,"г. Петропавловск-Камчатский, ул. Кирдищева, д.5, кв.2",,"г. Петропавловск-Камчатский, ул. Фролова, павильон ""Спектр"" унив./р ООО ""Траст-М""",,41,41, к 007674,183-К,7/8/2011,11/14/2013,,,,,действующая,,,,,
,"ООО ""Фарма-Восток""",4101118976,410101001,"г. Петропавловск-Камчатский, ул. Кирдищева, д.5, кв.2",,"г. Петропавловск-Камчатский, ул. Виталия Кручины, д.4, павильон ""ВсЁ для Вас""",,41,41, к 007674,183-К,7/8/2011,11/14/2013,,,,,действующая,,,,,
,"ООО ""Феникс""",4102008366,410201001,"г. Вилючинск, ул. Кронштадтская, д.12,",,"г. Вилючинск, ул. Победы, д.3а, магазин ""Волна""",,41,41,к 007725,21-В,8/2/2011,8/2/2014,,,,,действующая,,,,,
,,,,г.Петропавловск-Камчатский ул.Бийская д.2а кв.42,auditfinans@mail.kamchatka.ru,"г.Петропавловск-Камчатский, проспект 50 лет Октября, д.15а, кафе ""АНВИ""",,41,41,к 008048,314-К,9/19/2012,9/19/2014,,,,,действующая,,Султанова Аниса Минзануровна,8-924-783-58-79,Приказ о выдаче от 18.09.2012 №484,11/2/2014
,"ООО ""Фиеста""",4101105085,410101001,"г. Петропавловск-Камчатский, ул. Пограничная, д.26, кв.25",,"г. Петропавловск-Камчатский, ул. Атласова, д.22 Б, магазин ""Фиеста""",,41,41,к 007606,87-К ,6/28/2011,6/28/2013,,,,,действующая,,,,,
,"ООО ""Фиорд""",4105029928,410501001,"г. Елизово, ул. Завойко, д.105, кв.1",,"г. Елизово, ул. Завойко, д.105, магазин ""Фиорд""",,41,41, к 007590,68-Е ,6/28/2011,6/28/2016,,,,,действующая,,,,,
,"ООО ""Фиорд""",4105029928,410501001,"г. Елизово, ул. Завойко, д.105, кв.1",,"г. Елизово, ул. Завойко, д.107, магазин ""Фиорд""",,41,41, к 007590,68-Е ,6/28/2011,6/28/2016,,,,,действующая,,,,,
,"ООО фирма ""Лимна"" ",4101001985,410101001,"г. Петропавловск-Камчатский, ул. Академика Королева, д.47/2,",,"г. Петропавловск-Камчатский, ул. Академика Королева, д.47/2, магазин ""Лимна""",,41,41, к 007608,135-К ,6/30/2011,6/30/2016,,,,,действующая,,,,,
617,"ООО ""Фирма Ханзутин"" ",4109002934,410901001,"Усть-Камчатский р-н, п. Ключи, Вулканостанция ул., д.1, кв.2",,"Усть-Камчатский р-н, п. Ключи, ул. Кирова, д.87, магазин ""Долина""",,41,41, к 007265,2-УК,5/5/2008,5/5/2013,,,,,действующая,,, 8(41541)31134,,
,"ООО ""Фирма Ханзутин"" ",4109002934,410901001,"Усть-Камчатский р-н, п. Ключи, Вулканостанция ул., д.1, кв.2",,"Усть-Камчатский р-н, п. Ключи, ул. Кирова, д.87, кафе-бар ""Гейзер""",,41,41, к 007265,2-УК,5/5/2008,5/5/2013,,,,,действующая,,,,,
,"ООО ""Фирюза""",4105008727,410501001,"г. Елизово, ул. Мурманская, д.17,",,"г. Елизово, ул. Магистральная, д.41а, маг-н ""Фирюза""",,41,41, к 007430,63-Е,11/29/2010,2/17/2016,,,,,действующая,,,,,
,"ООО ""Фирюза""",4105008727,410501001,"г. Елизово, ул. Мурманская, д.17,",,"г. Елизово, ул. Мурманская, д.17, м-н ""Фирюза 2""",,41,41, к 007430,63-Е,11/29/2010,2/17/2016,,,,,,,,,,
,"ООО ""Фирюза""",4105008727,410501001,"г. Елизово, ул. Мурманская, д.17,",,"Елизовский р-н, п. Зеленый ул. Юбилейная, д.2, м-н ""фирюза-3""",,41,41, к 007430,63-Е,11/29/2010,2/17/2016,,,,,действующая,,,,,
,"ООО ""Фирюза""",4105008727,410501001,"г. Елизово, ул. Мурманская, д.17,",,"Елизовский р-н, п. Лесной, ул. Чапаева, д.4, м-н ""фирюза-4""",,41,41, к 007430,63-Е,11/29/2010,2/17/2016,,,,,действующая,,,,,
,"ООО ""Фирюза""",4105008727,410501001,"г. Елизово, ул. Мурманская, д.17,",,"г. Елизово, ул. Пограничная, д.21, р-н ДСУ м-н ""Фирюза-5""",,41,41, к 007430,63-Е,11/29/2010,2/17/2016,,,,,действующая,,,,,
,"ООО ""Фирюза""",4105008727,410501001,"г. Елизово, ул. Мурманская, д.17,",,"Елизовский р-н, п. Сосновка, ул. Центральная, магазин ""Фирюза-6""",,41,41,"Приложение № 2 к лицензии к 007430, 63-Е",63-Е,2/17/2011,2/17/2016,,,,,действующая,,,,,
,"ООО ""Фирюза""",4105008727,410501001,"г. Елизово, ул. Мурманская, д.17,",,"Елизовский р-н, п. Раздольный, ул. Лесная, м-н ""Фирюза-7""",,41,41,"Приложение № 2 к лицензии к 007430, 63-Е",63-Е,2/17/2011,2/17/2016,,,,,действующая,,,,,
,"ООО ""Фирюза""",4105008727,410501001,"г. Елизово, ул. Мурманская, д.17,",,"г. Елизово, ул. Школьная, д.10В, маг-н ""Фирюза-10""",,41,41,"Приложение № 2 к лицензии к 007430, 63-Е",63-Е,2/17/2011,2/17/2016,,,,,действующая,,,,,
,"ООО ""Флагман""",4101104490,410101001,"г. Петропавловск-Камчатский, ул. Океанская, д.121/2,",,"г. Петропавловск-Камчатский, ул. Океанская, д.121/2, магазин ""Флагман""",,41,41,к 007711,188-К ,7/19/2011,5/5/2016,,,,,действующая,,,,,
,"ООО ""Фламинго""",4101103881,410101001,"г. Петропавловск-Камчатский, пр. Циолковского, д.45/1, кв.30",,"г. Петропавловск-Камчатский, ул. Академика Курчатова, д.5, павильон ""Авача""",,41,41,к 007575,78-К ,6/23/2011,6/23/2016,,,,,действующая,,,,,
,"ООО ""Фламинго""",4101103881,410101001,"г. Петропавловск-Камчатский, пр. Циолковского, д.45/1, кв.30",,"г. Петропавловск-Камчатский, пр. Циолковского, д.25, павильон ""Янтарь""",,41,41,к 007575,78-К ,6/23/2011,6/23/2016,,,,,действующая,,,,,
,"ООО ""Фламинго""",4101103881,410101001,"г. Петропавловск-Камчатский, пр. Циолковского, д.45/1, кв.30",,"Елизовский р-н, п. Нагорный, 23 км трассы г. П-Камчатский - п. Нагорный - п. Вулканный, бар-кафе ""Голд-Хаус""",,41,41,к 007575,78-К ,6/23/2011,6/23/2016,,,,,действующая,,,,,
,"ООО ""Фортуна""",4109004593,410901001,"Усть-Камчатский р-н, пгт. Усть-Камчатск, ул. Ленина, д.79, кв.1",,"Усть-Камчатский р-н, пгт. Усть-Камчатск, ул. Ленина, д.74 а, магазин ""Фортуна""",,41,41, к 007645,130-УК,7/7/2011,7/7/2014,,,,,действующая,,,,,
,"ООО ""Фортуна""",4109004593,410901001,"Усть-Камчатский р-н, пгт. Усть-Камчатск, ул. Ленина, д.79, кв.1",,"Усть-Камчатский р-н, пгт. Усть-Камчатск, ул. 60 лет Октября, магазин ""Новосел""",,41,41, к 007645,130-УК,7/7/2011,7/7/2014,,,,,действующая,,,,,
,"ООО ""Фортуна""",4109004593,410901001,"Усть-Камчатский р-н, пгт. Усть-Камчатск, ул. Ленина, д.79, кв.1",,"Усть-Камчатский р-н, пгт. Усть-Камчатск, ул. Советская, д.1, бар ""Кристалл""",,41,41, к 007645,130-УК,7/7/2011,7/7/2014,,,,,действующая,,,,,
,"ООО ""Фортуна""",4109004593,410901001,"Усть-Камчатский р-н, пгт. Усть-Камчатск, ул. Ленина, д.79, кв.1",,"Усть-Камчатский р-н, пгт. Усть-Камчатск, ул. Ленина, д.60, магазин ""Валентина""",,41,41, к 007645,130-УК,7/7/2011,7/7/2014,,,,,действующая,,,,,
,"ООО ""Фортуна""",4105029090,410501001,"г. Елизово, ул. Магистральная, д.64,",,"г. Елизово, ул. Магистральная, д.64, павильон ""Фортуна!",,41,41, к 007561,710-Е ,6/16/2011,6/16/2016,,,,,действующая,,,,,
,"ООО ""Фортуна""",4105029090,410501001,"г. Елизово, ул. Магистральная, д.64,",,"г. Елизово, ул. 40 лет Октября, магазин ""фортуна""",,41,41, к 007561,710-Е ,6/16/2011,6/16/2016,,,,,действующая,,,,,
,"ООО ""Фортуна""",4105029090,410501001,"г. Елизово, ул. Магистральная, д.64,",,"г. Елизово, ул. Крашенинникова , д.2, павильон ""Весна""",,41,41, к 007561,710-Е ,6/16/2011,6/16/2016,,,,,действующая,,,,,
624,"ООО ""Фрегат""",4101117027,410101001,"г. Петропавловск-Камчатский, ул. Океанская, д.69/1,",,"г. Петропавловск-Камчатский, ул. Океанская, д.69/1, рестор ноч.разв. центра Фрегат",,41,41,к 006929,57-К ,12/5/2008,12/5/2013,5/6/2010,5/13/2010,,,действующая,,,"8(4152)463683, 8(962)2800794",,
625,"ООО ""Фреш""",4101133406,410101001,"г. Петропавловск-Камчатский, ул. Дальняя, д.1,",,"г. Петропавловск-Камчатский, ул. Дальняя, д.1, кафе-бар при ноч.клубе ""Ягода""",,41,41,к 007377,116-К ,4/29/2010,4/29/2013,,,,,действующая,,,"8(4152)221419,  8(4152)337700",,
,"ООО ""Хаял""",4105030747,410501001,"г. Елизово, ул. Расковой, д.26,",,"г. Елизово, ул. Ленина, д.45,  магазин ""Хаял""",,41,41,к 008014,121-Е,8/15/2012,8/15/2015,,,,,действующая,,,,Приказ о выдаче от ,
629,"ООО ""Холкамфлот""",4108002716,410801001,"г. Петропавловск-Камчатский, ул. Вулканная, д.42 а,",,"г. Елизово, ул. Ленина, д.40, Продукт. мини-маркет ""Холкам""",,41,41,к 006919,50-К ,11/20/2008,11/20/2013,,,,,действующая,,,8(41531)65969,,
632,"ООО ""Центральный""",4109005332,410901001,"Камчатский край, Усть-Камчатский район, с.Крутоберегово ул.Юбилейная д.26 кв.2",savin66@mail.ru,"Усть-Камчатский район, п.Усть-Камчатск, ул.60 лет Октября д.8а",,41,41,к 008018,16-УК,9/10/2012,9/10/2014,,,,,действующая,,Савин А.И.,8-909-838-27-95,Приказ о выдаче от 05.09.2012 № 456,4/30/2028
635,"ООО ""Цитадель""",8203010168,820301001," Карагинский район, п. Оссора, ул. Строительная, д. 41, кв.36",,"Карагинский р-н, п. Оссора, ул. Советская, д. 110, магазин ""Семейка-3""",,41,41,к 007970,8-Кр,7/6/2012,7/6/2017,,,,,действующая,,Чебоксаров Виктор Васильевич,89141296090,Приказ о Выдаче лицензии № 302 от 03.07.2012,6/9/2023
,,,,,hadizha.vostok@mail.ru,"г. Елизово, ул. Рябикова, д.52, кафе ""Золотой дракон""",,41,41,к 008036,130-Е,9/21/2012,9/21/2013,,,,,действующая,,Ким Владимир,89098353295,Приказ о выдаче от 20.09.2012 № 494,31.11.2013
637,"ООО ""Чарочка""",4104002994,410401001,"Быстринский р-н, с. Эссо, ул. Нагорная, д.32, кв.1",,"Быстринский р-н, с. Эссо, ул. Советская, д.15, Вино-вод. отд. м-на ""Островок""",,41,41,к 006867,39-Б,12/28/2007,12/28/2012,11/17/2008,11/21/2008,,,действующая,,,,,
,"ООО ""Чайка""",4101109690,410101001,"г. Петропавловск-Камчатский, ул. Океанская, д.117, кв.2",,"г. Петропавловск-Камчатский, Садовый переулок д.10, павильон ""Чайка""",,41,41,к 007685,148-К ,7/28/2011,7/28/2016,,,,,действующая,,,,,
,"ООО ""Челси""",4101108706,410101001,"г. Петропавловск-Камчатский, ул. Абеля, д.7,",,"г. Петропавловск-Камчатский, ул. Абеля, д.7, магазин ""Мини-маркет ""Челси-1""",,41,41,к 007609,499-К ,6/30/2011,6/30/2014,9/26/2011,12/12/2011,,,действующая,,,,,
,"ООО ""Челси""",4101108706,410101001,"г. Петропавловск-Камчатский, ул. Абеля, д.7,",,"г. Петропавловск-Камчатский, ул. Виталия Кручины, д.3, магазин ""Челси-2""",,41,41,к 007609,499-К ,6/30/2011,6/30/2014,9/26/2011,12/12/2011,,,действующая,,,,,
643,"ООО ""Чикаго""",4101151268,410101001,"г. Петропавловск-Камчатский, ул. Арсеньева, д. 1, кв. 35",Artak-jan009@yandex.ru,"г. Петропавловск-Камчатский, ул. Кавказская, 49, кафе ""Чикаго""",,41,41,к 008009,307-К,8/28/2012,8/28/2013,,,,,действующая,,Давтян Артак Хачикович,34-09-09,Приказ о выдаче от 27.08.2012 № 437,7/27/2017
,,,,,,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д.9, гастроном № 7",,41,41,к 008015,305-К ,8/21/2012,8/21/2014,,,,,действующая,,Баширов Захид Азиз,,Приказ о выдаче от 17.08.2012 № 413,
,,,,,,"г. Петропавловск-Камчатский, ул. Войцешека, д.9, магазин ""Елена""",,41,41,,,,,,,,,,,,,,
645,"ООО ""Чичкина и Компания""",4101024333,410101001,"г. Петропавловск-Камчатский, ул. Академика Королева, д.29, кв.203",,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д.24 А, маг ""Агротек-Маркет-Партнер""",,41,41,к 006894,38-К ,7/25/2008,7/25/2013,,,,,действующая,,,8(4152)233633,,
,"ООО ""Шамса-Маркет""",4101102824,410101001,"г. Петропавловск-Камчатский, пр. Победы, д.67,",,"г. Петропавловск-Камчатский, пр. Победы, д.67, супермаркет ""Шамса""",,41,41,к 007945,286-К,7/6/2012,3/30/2016,,,,,действующая,,,,приказ о переоформлении № 300 от 03.07.2012,
,"ООО ""Шамса-Маркет""",4101102824,410101001,"г. Петропавловск-Камчатский, пр. Победы, д.67,",,"г. Петропавловск-Камчатский, Космический проезд, д.3а, супермаркет ""Шамса""",,41,41,к 007945,286-К,7/6/2012,3/30/2016,,,,,действующая,,,,,
,"ООО ""Шамса-Маркет""",4101102824,410101001,"г. Петропавловск-Камчатский, пр. Победы, д.67,",,"г. Петропавловск-Камчатский, Садовый переулок д.2, супермаркет ""Шамса""",,41,41,к 007945,286-К,7/6/2012,3/30/2016,,,,,действующая,,,,,
,"ООО ""Шамса-Маркет""",4101102824,410101001,"г. Петропавловск-Камчатский, пр. Победы, д.67,",,"г. Петропавловск-Камчатский, ул. Кавказская, 49, супермаркет ""Шамса""",,41,41,к 007945,286-К,7/6/2012,3/30/2016,,,,,действующая,,,,,6/6/2018
,"ООО ""Шамса-Центр""",4101021300,410201001,"г. Вилючинск, мкр. Центральный, д.15/1,",,"г. Вилючинск, мкр. Центральный, д.15/1, супермаркет ""Шамса""",,41,41,к 007874,27-В,3/15/2012,3/15/2017,,,,,действующая,,,,Приказ о выдаче от 15.03.2012 № 94,12/23/2021
,"ООО ""Шамхор""",4101112220,410101001," г. Петропавловск-Камчатский, бульвар Рыбацкой Славы, д. 6",,"г. Петропавловск-Камчатский, ул. Войцешека, 3а, магазин ""Колбасы""",,41,41,к 007909,270-К,5/31/2012,12/21/2016,,,,,действующая,,,,Приказ о переоформлении от 29.05.2012 №,9/20/2021
,"ООО ""Шамхор""",4101112220,410101001," г. Петропавловск-Камчатский, бульвар Рыбацкой Славы, д. 6",,"г. Петропавловск-Камчатский, бульвар Рыбацкой Славы, магазин ""Колбасы""",,41,41,к 007909,270-К,5/31/2012,12/21/2016,,,,,действующая,,,,,собственность
649,"ООО ""Шанс""",4101119426,410101001,"г. Петропавловск-Камчатский, ул. Ак. Королева, д. 19/1, кв. 49",harkovskii_oleg@mail.ru,"с Тиличики, ул. Школьная, д. 6",,41,41,А 073394,11,3/12/2008,3/12/2013,,,,,действующая,,Харьковский Олег Анатольевич,8-924-685-52-83,выдана Администрацией Олюторского ,
,,,,,,"с. Корф, ул. Советская, д. 29",,41,41,,,,,,,,,,,,,муниципального района,
650,"ООО ""Шанс""",4101143771,410101001,"г. Петропавловск-Камчатский, ул. Лермонтова, д.12, корп.А, кв.35",,"г. Петропавловск-Камчатский, ул. Лермонтова, д.14 а, магазин ""Лабаз""",,41,41, к 007582,177-К,7/1/2011,7/1/2016,,,,,действующая,,, 8(4152)246195,,
