"Сводный реестр выданных, приостановленных и аннулированных лицензий на розничную торговлю алкогольной продукцией
за период с 01.09.2012 г.  по 01.10.2012 г.",,,,,,,,,,,,,,,,,,,,,,
"
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,,,,,,,,,,Амурской области,,,,,,,,,
390,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине
""Престиж"" Серышевс-
кий район п. Серыше-
во ул. Украинская 65",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
391,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине ""Фо-
тон"" Зейский район п.
Береговой ул. Ленина,
8 пом.1",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
392,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Магазин ""Елена"" Зейс-
кий район п. Огорон
ул. Первостроителей 9
п. 1",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
393,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине ""Ас-
сарти"" г. Шимановск 
ул. Комсомольская 32",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
394,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32, ,"Отдел в магазине ""Э-
лита"" г. Шимановск 
ул. Пионерская 101", ,28,28, розничная продажа алкогольной продукц,,МЕ 004541," 
Министерство внешнеэкономических",26.09.2012,10.09.2014,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,,,,,,,ии,,,"связей, туризма и предпринимательства  Амурской области",,,,,,,,,
395,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине
""Эльф"" г. Шимановск 
ул. Пограничная 61",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
396,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине ""Ге-
рмес"" г. Шимановск 
ул. Постышева 73 А",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
397,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине Бу-
рейский район с. Ас-
ташиха ул. Лесная 6",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
398,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине Бу-
рейский район с. Але-
ксеевка ул. Школьная
23",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
399,ООО,280113,280101,675000, ,"Отдел в магазине ""Во-", ,28,28, розничн,,МЕ, ,26.09.2012,10.09.2014,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,"""Лига-ДВ""",4391,001,Амурская г.Благовещенск  ул. Набережная 32,,"лна"" Бурейский район
п. Новобурейский ул.
Лесная 29 А",,,,ая продажа алкогольной продукции,,004541,"Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",,,,,,,,,
400,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине ""Им-
ператор"" Бурейский
район п. Новобурейс-
кий ул. Советская 40",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
401,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине
""Глория"" Бурейский
район п. Новобурейс-
кий ул. Лесная 22",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
402,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине ""Ме-
ркурий"" Бурейский
район п. Новобурейс-
кий ул. Горького 21",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
403,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32, ,"Отдел в магазине ""Всё
для Вас"" Бурейский
район с. Безозерное ул.
Центральная 4-11", ,28,28, розничная продажа алкогольной продукции,,МЕ 004541," 
Министерство внешнеэкономических связей, туризма и предприним",26.09.2012,10.09.2014,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,,,,,,,,,,ательства  Амурской области,,,,,,,,,
404,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине ""Ав-
густ"" Ивановский
район с. Ивановка ул.
Кирова 113",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
405,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Магазин ""БАРС и К""
Ивановский район с.
Ивановка ул. Строите-
лей 4А л.А",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
406,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине ""Да-
урия"" Архаринский
район п. Архара ул.
Победы 43",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
407,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине ""Аб-
солют"" Архаринский
район п. Архара ул.
Гребенькова 16",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
408,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная, ,"Отдел в магазине ""Фо-
ртуна"" Архаринский
район п. Архара ул.
Первомайская 98", ,28,28, розничная продажа алкогольной,,МЕ 004541," 
Министерство внешнеэкон",26.09.2012,10.09.2014,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,32,,,,,,продукции,,,"омических связей, туризма и предпринимательства  Амурской области",,,,,,,,,
409,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине Ар-
харинский район с.
Касаткино ул. Новая 1",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
410,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине ""На-
дежда"" Архаринский
район п. Архара ул.
Щукина 25",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
411,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине ""Оа-
зис"" Архаринский
район с. Инокентьевка
ул. Калинина 53",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
412,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине ""Э-
львира-2"" Архаринс-
кий район с. Отважное
ул. Пионерская б/н",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
413,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32, ,"Отдел в магазине ""Бо-
ровичок"" Архаринский
район с. Иннокентьев-
ка ул. Калинина, д. 53,
в ком. 16 литер А 1
этаж", ,28,28, розничная продажа алкогольной продукции,,МЕ 004541," 
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,, , ,
414,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине ""Ко-
пейка № 3"" Констан-
тиновский рай с. Конс-
тантиновка ул. Мон-
тажная 23",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
415,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине За-
витинский район с.
Антоновка ул. Моло-
дежная 20",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
416,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине Ты-
ндинский район п. Ло-
пча ул. 27 Партсъезда
5",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
417,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32, ,"Отдел в магазине ""У-
лыбка"" Тындинский
район п. Дипкун ул.
Мира, здание ТОЦ ", ,28,28, розничная продажа алкогольной продукции,,МЕ 004541," 
Министерство внешнеэкономических связей, туризма и",26.09.2012,10.09.2014,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,,,,,,,,,,предпринимательства  Амурской области,,,,,,,,,
418,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине ""Ме-
чта"" Тындинский
район п. Восточный
ул. 25 Партсъезда ",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
419,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине Ты-
ндинский район п.
Олекма ул. 70 Лет Ок-
тября 3",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
420,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине
""Тайга"" Тындинский
район с. Усть-Нюкжа
ул. Центральная 1",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
421,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине Ты-
ндинский район п.
Юктали ул. 70 лет Ок-
тября (здание ТОЦ) ",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
422,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск , ,"Отдел в магазине кол-
хоза ""Нюкж Тындинс-
кий район с. Усть-Ню-", ,28,28, розничная продажа алкоголь,,МЕ 004541," 
Министерство",26.09.2012,10.09.2014,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,ул. Набережная 32,,кжа без номера ,,,,ной продукции,,,"внешнеэкономических связей, туризма и предпринимательства  Амурской области",,,,,,,,,
423,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в баре ""Таеж-
ный"" Тындинский
район п. Юктали ул. 70
лет Октября ТОЦ",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
424,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине ""Ге-
рмес"" Тындинский
район п. Юктали ул. 70
лет Октября 6",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
425,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине ""Пе-
рвый"" Тындинский
район с. Первомайское
ул. Полевая партия 25",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
426,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32, ,"Отдел в магазине Ты-
ндинский район п. Ла-
рба ул. Мира,  5 ТОЦ", ,28,28, розничная продажа алкогольной продукции,,МЕ 004541," 
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской",26.09.2012,10.09.2014,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,,,,,,,,,,области,,,,,,,,,
427,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине ""Да-
рья"" Тындинский
район п. Хорогочи ул.
Свердловская 2",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
428,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине ""О-
льга"" Тындинский
район п. Маревый ул.
Молодежная 2",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
429,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине Ты-
ндинский район п. Ку-
выкта ул. Первострои-
телей 3",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
430,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине Ты-
ндинский район п. Ку-
выкта ул. Первострои-
телей, 10 ТОЦ",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
431,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32, ,"Отдел в магазине ""На-
дежда"" Тындинский
район с. Первомайское
ул. Лесная,             без
номера ", ,28,28, розничная продажа алкогольной продукции,,МЕ 004541," 
Министерство внешнеэкономических связей,",26.09.2012,10.09.2014,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,,,,,,,,,,туризма и предпринимательства  Амурской области,,,,,,,,,
432,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине ""Та-
тьяна"" Тындинский
район п. Муртыгит ул.
Лесная, 9 ТОЦ",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
433,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине
""Рось"" Тындинский
район с. Соловьевск
ул. Зеленая, р-н жило-
го дома № 1 ",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
434,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине Ты-
ндинский район п.
Аносовский здание
ТОЦ ",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
435,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в магазине Ты-
ндинский район п. Мо-
гот ул. Железнодоро-
жная, 3 ТОЦ",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
436,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская, ,"Отдел в магазине Ты-
ндинский район п.", ,28,28, розничная продажа,,МЕ 004541," 
Министерст",26.09.2012,10.09.2014,,,,, , ,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделение организации,Вид лицензируемой деятельности,Вид продукции,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобнавления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Статус лицензии,Дата изменения статуса,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
,,,,г.Благовещенск  ул. Набережная 32,,"Олекма ул. 70 лет Ок-
тября ",,,,алкогольной продукции,,,"во внешнеэкономических связей, туризма и предпринимательства  Амурской области",,,,,,,,,
437,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Отдел в баре в здании
ТОЦ Тындинский
район п. Тутаул здание
ТОЦ, 1 этаж, пом. 45,
46 ",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
438,"ООО ""Лига-ДВ""",2801134391,280101001,675000 Амурская г.Благовещенск  ул. Набережная 32,,"Магазин ""Континент""
Тындинский район с.
Соловьевск ул. Совет-
ская 1 литер",,28,28, розничная продажа алкогольной продукции,,МЕ 004541,"
Министерство внешнеэкономических связей, туризма и предпринимательства  Амурской области",26.09.2012,10.09.2014,,,,,,,
