,,,,,,,,,,,,,,,,,,,,,,,
,,"1,408","Общество с ограниченной ответственностью ""Ольга""",0317005819,031701001," 671732, Бурятия Респ, Северо-Байкальский р-н, Новый Уоян пгт, Ладыжинский пер, дом № 10",tany196969@mail.ru,"671732, Бурятия Респ, Северо-Байкальский р-н, Новый Уоян пгт, Торговая площадь, дом № 3 магазин ""Ольга""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,1092,Республиканская служба по потребительскому рынку и лицен.,07.13.2012,07.13.2017,,,,,Выдана,07.13.2012
,,"1,409","Общество с ограниченной ответственностью ""Лидер""",0318033953,031801001,"671160, Бурятия Респ, Селенгинский р-н, Гусиноозерск г, Ключевская ул, дом № 16-1,",ooo.lider.vodka@inbox.ru,"671160, Бурятия Респ, Селенгинский р-н, Гусиноозерск г, Ключевская ул, дом № 16-1 Магазин ""Ключевской""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,1091,Республиканская служба по потребительскому рынку и лицен.,07.16.2012,07.16.2017,,,,,Выдана,07.16.2012
,,"1,410","Сельскохозяйственный потребительский кооператив ""Жемчуг""",0320004090,032001001," 671010, Бурятия Респ, Тункинский р-н, Кырен с, Ленина ул, дом № 110, ",oojev@mail.ru,"671010, Бурятия Респ, Тункинский р-н, Кырен с, Дорожников ул, дом № 2 магазин ""Кристалл 4""
671010, Бурятия Респ, Тункинский р-н, Кырен с, Ленина ул, дом № 106 магазин ""Кристалл 1""                  671021, Бурятия Респ, Тункинский р-н, Тунка с, Горького ул, дом № 39 магазин ""Кристалл 2""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,1090,Республиканская служба по потребительскому рынку и лицен.,11/7/2012,11/7/2017,,,,,Выдана,11/7/2012
,,"1,411",Общество с ограниченной ответственностью Нютаг,0320990420,032001001," 671010, Бурятия Респ, Тункинский р-н, Кырен с, Тулаева ул, дом № 21 А",,"671010, Бурятия Респ, Тункинский р-н, Кырен с, Тулаева ул, дом № 21 А магазин ""Нютаг""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,1097,Республиканская служба по потребительскому рынку и лицен.,07.24.2012,07.24.2017,,,,,Выдана,07.24.2012
,,2,"Общество с ограниченной ответственностью ""Винный мир""",0313031871,031301001,"671561, Бурятия Респ, Муйский р-н, Таксимо пгт, Луговая ул, дом № 9",anna-jakel@mail.ru,"671561, Бурятия Респ, Муйский р-н, Таксимо пгт, Сосновая ул, дом № 26 ""А"" Магазин ""Винный Мир""
671561, Бурятия Респ, Муйский р-н, Таксимо пгт, Сосновая ул, дом № 26 ""А"" Магазин ""Винный Мир""
671560, Бурятия Респ, Муйский р-н, Таксимо пгт, 70 лет Октября ул, дом № 35 а Магазин ""Винный мир""
671560, Бурятия Респ, Муйский р-н, Таксимо пгт, 70 лет Октября ул, дом № 35 а Магазин ""Винный мир""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0594,Республиканская служба по потребительскому рынку и лицен.,06.15.2010,06.15.2015,,,,,Переоформлена,06.02.2011
,,3,"Общество с ограниченной ответственностью ""Абсолют плюс""",0326489757,032601001,"670000, Бурятия Респ, Улан-Удэ г, Н. Петрова, дом № 1 а",lenag@tgabsolut.ru,"670004, Бурятия Респ, Улан-Удэ г, Керамическая ул, дом № 2 а магазин""Абсолют""
670004, Бурятия Респ, Улан-Удэ г, Керамическая ул, дом № 2 а магазин""Абсолют""
670031, Бурятия Респ, Улан-Удэ г, Терешковой ул, дом № 50 магазин ""Абсолют""
670031, Бурятия Респ, Улан-Удэ г, Терешковой ул, дом № 50 магазин ""Абсолют""
670034, Бурятия Респ, Улан-Удэ г, Гагарина ул, дом № 73 а магазин ""Абсолют""
670034, Бурятия Респ, Улан-Удэ г, Гагарина ул, дом № 73 а магазин ""Абсолют""
670047, Бурятия Респ, Улан-Удэ г, Барнаульская ул, дом № 143 магазин ""Абсолют""
670047, Бурятия Респ, Улан-Удэ г, Барнаульская ул, дом № 143 магазин ""Абсолют""
670000, Бурятия Респ, Улан-Удэ г, Борсоева ул, дом № 27 магазин ""Абсолют""
670000, Бурятия Респ, Улан-Удэ г, Борсоева ул, дом № 27 магазин ""Абсолют""
670042, Бурятия Респ, Улан-Удэ г, Строителей пр-кт, дом № 8 магазин ""Абсолют""
670042, Бурятия Респ, Улан-Удэ г, Строителей пр-кт, дом № 8 магазин ""Абсолют""
671200, Бурятия Респ, Кабанский р-н, Кабанск с, Октябрьская ул, дом № 11 ""Б"" магазин ""Абсолют""
671200, Бурятия Респ, Кабанский р-н, Кабанск с, Октябрьская ул, дом № 11 ""Б"" магазин ""Абсолют""
670019, Бурятия Респ, Улан-Удэ г, Бограда ул, дом № 30 а магазин ""Абсолют""
670019, Бурятия Респ, Улан-Удэ г, Бограда ул, дом № 30 а магазин ""Абсолют""
671160, Бурятия Респ, Селенгинский р-н, Гусиноозерск г, Ленина ул, дом № 28 б магазин ""Абсолют""
671160, Бурятия Респ, Селенгинский р-н, Гусиноозерск г, Ленина ул, дом № 28 б магазин ""Абсолют""
670031, Бурятия Респ, Улан-Удэ г, Бабушкина ул, дом № 158 магазин ""Абсолют""
670031, Бурятия Респ, Улан-Удэ г, Бабушкина ул, дом № 158 магазин ""Абсолют""
670042, Бурятия Респ, Улан-Удэ г, Строителей ул, дом № 17 магазин ""Абсолют""
670042, Бурятия Респ, Улан-Удэ г, Строителей ул, дом № 17 магазин ""Абсолют""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0593,Республиканская служба по потребительскому рынку и лицен.,06.10.2010,06.10.2015,,,,,Переоформлена,06.29.2012
,,11,"Общество с ограниченной ответственностью ""Ресторан ""Бурятия""",0326502983,032601001,"670000, Бурятия Респ, Улан-Удэ г, Коммунистическая ул, дом № 47 ""А""",Zhigzhitov86@mail.ru,"670000, Бурятия Респ, Улан-Удэ г, Коммунистическая ул, дом № 47 ""А"" 1 этаж кафе ""Экспресс""
670000, Бурятия Респ, Улан-Удэ г, Коммунистическая ул, дом № 47 ""А"" 1 этаж кафе ""Экспресс""
670000, Бурятия Респ, Улан-Удэ г, Коммунистическая ул, дом № 47 ""А"" 2 этаж ресторан ""Бурятия""
670000, Бурятия Респ, Улан-Удэ г, Коммунистическая ул, дом № 47 ""А"" 2 этаж ресторан ""Бурятия""
670000, Бурятия Респ, Улан-Удэ г, Коммунистическая ул, дом № 47 ""А"" Бар ""Luxe""
670000, Бурятия Респ, Улан-Удэ г, Коммунистическая ул, дом № 47 ""А"" Бар ""Luxe""
670000, Бурятия Респ, Улан-Удэ г, Коммунистическая ул, дом № 47 А Лобби-бар
670000, Бурятия Респ, Улан-Удэ г, Коммунистическая ул, дом № 47 А Лобби-бар",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,1045,Республиканская служба по потребительскому рынку и лицен.,03.30.2012,03.30.2017,,,,,Переоформлена,07.03.2012
,,19,"Общество с ограниченной ответственностью ""Ника""",0309990392,030901001,"671205, Бурятия Респ, Кабанский р-н, Каменск пгт, Кирова ул, дом № 3",a.sekerin@bk.ru,"671200, Бурятия Респ, Кабанский р-н, Кабанск с, Энергетиков пер, дом № 1-1 ""А"" магазин ""Энергетик"" 
671200, Бурятия Респ, Кабанский р-н, Кабанск с, Энергетиков пер, дом № 1-1 ""А"" магазин ""Энергетик"" 
671205, Бурятия Респ, Кабанский р-н, Каменск пгт, Кирова ул, дом № 3 магазин ""Ангара"" 
671205, Бурятия Респ, Кабанский р-н, Каменск пгт, Кирова ул, дом № 3 магазин ""Ангара""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0618,Республиканская служба по потребительскому рынку и лицен.,08.04.2010,08.04.2015,,,,,Переоформлена,04.12.2012
,,23,"Общество с ограниченной ответственностью ""Мушэн""",0323345228,032301001,"670033, Бурятия Респ, Улан-Удэ г, Пищевая ул, дом № 1 Б",mushen86@gmail.com,"671050, Бурятия Респ, Иволгинский р-н, Иволгинск с, Ленина ул, дом № 54, кв.2 магазин ""Мушэн"" 
671050, Бурятия Респ, Иволгинский р-н, Иволгинск с, Ленина ул, дом № 54, кв.2 магазин ""Мушэн""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0595,Республиканская служба по потребительскому рынку и лицен.,06.16.2010,06.16.2015,,,,,Переоформлена,11.13.2010
,,30,"Общество с ограниченной ответственностью ""Фортуна""",0323344680,032301001,"670033, Бурятия Респ, Улан-Удэ г, Намжилова ул, дом № 6",svgir@mail.ru,"670033, Бурятия Респ, Улан-Удэ г, Намжилова ул, дом № 6. закусочная ""Смайл""
670033, Бурятия Респ, Улан-Удэ г, Намжилова ул, дом № 6. закусочная ""Смайл""
670033, Бурятия Респ, Улан-Удэ г, Намжилова ул, дом № 6 ресторан ""Найрамдал""
670033, Бурятия Респ, Улан-Удэ г, Намжилова ул, дом № 6 ресторан ""Найрамдал""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0304,Республиканская служба по потребительскому рынку и лицен.,02.20.2009,02.20.2014,,,,,Переоформлена,09.11.2009
,,36,"Общество с ограниченной ответственностью ""Татьяна +""",0306228958,030601001,"671317, Бурятия Респ, Заиграевский р-н, Первомаевка с, Советская ул, дом № 43-1",zbs@inbox.ru,"671317, Бурятия Респ, Заиграевский р-н, Первомаевка с, Советская ул, дом № 43-1 магазин ""Дубок-1""
671317, Бурятия Респ, Заиграевский р-н, Первомаевка с, Советская ул, дом № 43-1 магазин ""Дубок-1""
671317, Бурятия Респ, Заиграевский р-н, Первомаевка с, Советская ул, дом № 1 магазин
671317, Бурятия Респ, Заиграевский р-н, Первомаевка с, Советская ул, дом № 1 магазин",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0305,Республиканская служба по потребительскому рынку и лицен.,02.26.2009,02.26.2014,,,,,Переоформлена,05.20.2009
,,37,"Общество с ограниченной ответственностью ""Восток""",0311200034,031101001,"671640, Бурятия Респ, Курумканский р-н, Курумкан с, Балдакова пер, дом № 26 а, кв.14",voc112@mail.ru,"671640, Бурятия Респ, Курумканский р-н, Курумкан с, Школьная ул, дом № 4 а магазин ""Стимул""
671640, Бурятия Респ, Курумканский р-н, Курумкан с, Школьная ул, дом № 4 а магазин ""Стимул""
671640, Бурятия Респ, Курумканский р-н, Курумкан с, Балдакова пер, дом № 26 а, кв.14 магазин ""Восток""
671640, Бурятия Респ, Курумканский р-н, Курумкан с, Балдакова пер, дом № 26 а, кв.14 магазин ""Восток""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0538,Республиканская служба по потребительскому рынку и лицен.,01.14.2010,01.14.2015,,,,,Переоформлена,02.19.2010
,,45,"Общество с ограниченной ответственностью ""НИКА""",0323349230,032301001,"670013, Бурятия Респ, Улан-Удэ г, Жердева ул, дом № 104",stamtorg@mail.ru,"670000, Бурятия Респ, Улан-Удэ г, Банзарова ул, дом № 2 универсам ""СТАМ""
670000, Бурятия Респ, Улан-Удэ г, Банзарова ул, дом № 2 универсам ""СТАМ""
670031, Бурятия Респ, Улан-Удэ г, Ринчино ул, дом № 2 ""А"" универсам ""СТАМ""
670031, Бурятия Респ, Улан-Удэ г, Ринчино ул, дом № 2 ""А"" универсам ""СТАМ""
670013, Бурятия Респ, Улан-Удэ г, Жердева ул, дом № 70 Универсам ""СТАМ""
670013, Бурятия Респ, Улан-Удэ г, Жердева ул, дом № 70 Универсам ""СТАМ""
670013, Бурятия Респ, Улан-Удэ г, Жердева ул, дом № 104 магазин ""СТАМ""
670013, Бурятия Респ, Улан-Удэ г, Жердева ул, дом № 104 магазин ""СТАМ""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0546,Республиканская служба по потребительскому рынку и лицен.,01.26.2010,01.26.2015,,,,,Переоформлена,10.28.2011
,,46,"Общество с ограниченной ответственностью ""Олзо""",0326492566,032601001,"670000, Бурятия Респ, Улан-Удэ г, Борсоева ул, дом № 9",,"670000, Бурятия Респ, Улан-Удэ г, Борсоева ул, дом № 9 магазин ""Продукты ""Олзо""
670000, Бурятия Респ, Улан-Удэ г, Борсоева ул, дом № 9 магазин ""Продукты ""Олзо""
670013, Бурятия Респ, Улан-Удэ г, Лебедева ул, дом № 5 а, кв.63 магазин ""Продукты ""Олзо""
670013, Бурятия Респ, Улан-Удэ г, Лебедева ул, дом № 5 а, кв.63 магазин ""Продукты ""Олзо""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0617,Республиканская служба по потребительскому рынку и лицен.,08.03.2010,08.03.2015,,,,,Переоформлена,08.09.2010
,,58,"Общество с ограниченной ответственностью ""Славный""",0323356445,032301001,"670033, Бурятия Респ, Улан-Удэ г, Шумяцкого ул, дом № 14, кв.27",slavnii-triada@mail.ru,"670013, Бурятия Респ, Улан-Удэ г, Лебедева ул, дом № 9 А магазин ""Продукты 24 часа""
670013, Бурятия Респ, Улан-Удэ г, Лебедева ул, дом № 9 А магазин ""Продукты 24 часа""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0876,Республиканская служба по потребительскому рынку и лицен.,07.22.2011,07.22.2016,,,,,Переоформлена,07.03.2012
,,67,"Общество с ограниченной ответственностью ""Ника""",0326480962,032601001,"670050, Бурятия Респ, Улан-Удэ г, Восточный п, Туполева ул, дом № 20-20а",ooonika216@mail.ru,"670000, Бурятия Респ, Улан-Удэ г, Гарнаева № 20 - Столичная № 7 магазин ""Кедр""
670000, Бурятия Респ, Улан-Удэ г, Гарнаева № 20 - Столичная № 7 магазин ""Кедр""
670050, Бурятия Респ, Улан-Удэ г, Восточный п, Туполева ул, дом № 20 а магазин ""Кедр""
670050, Бурятия Респ, Улан-Удэ г, Восточный п, Туполева ул, дом № 20 а магазин ""Кедр""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0233,Республиканская служба по потребительскому рынку и лицен.,12.11.2008,12.11.2013,,,,,Переоформлена,12.25.2009
,,72,"Общество с ограниченной ответственностью ""Горкоопторг""",0326486548,032601001,"670010, Бурятия Респ, Улан-Удэ г, Воровского ул, дом № 50, корпус Н",gktarbat@mail.ru,"670010, Бурятия Респ, Улан-Удэ г, Воровского ул, дом № 50, корпус строение ""Н"" торгово-выставочный зал
670010, Бурятия Респ, Улан-Удэ г, Воровского ул, дом № 50, корпус строение ""Н"" торгово-выставочный зал
671206, Бурятия Респ, Кабанский р-н, Байкальский прибой п, База отдыха ""Байкал"" Магазин
671206, Бурятия Респ, Кабанский р-н, Байкальский прибой п, База отдыха ""Байкал"" Магазин
670000, Бурятия Респ, Улан-Удэ г, Ленина ул, дом № 30 а магазин ""Продукты на Арбате""
670000, Бурятия Респ, Улан-Удэ г, Ленина ул, дом № 30 а магазин ""Продукты на Арбате""
670010, Бурятия Респ, Улан-Удэ г, Воровского ул, дом № 50 литер К пом. 9 торгово-выставочный зал
670010, Бурятия Респ, Улан-Удэ г, Воровского ул, дом № 50 литер К пом. 9 торгово-выставочный зал
671200, Бурятия Респ, Кабанский р-н, Кабанск с, Октябрьская ул, дом № 32-1 магазин
671200, Бурятия Респ, Кабанский р-н, Кабанск с, Октябрьская ул, дом № 32-1 магазин",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0644,Республиканская служба по потребительскому рынку и лицен.,09.29.2010,09.29.2015,,,,,Переоформлена,12.28.2011
,,78,"Общество с ограниченной ответственностью ""Валерия""",0303007414,030301001,"671360, Бурятия Респ, Бичурский р-н, Бичура с, Петрова ул, дом № 2а",titova_bichura@mail.ru,"671360, Бурятия Респ, Бичурский р-н, Бичура с, Калинина ул, дом № 200 магазин ""Калина""
671360, Бурятия Респ, Бичурский р-н, Бичура с, Калинина ул, дом № 200 магазин ""Калина""
671360, Бурятия Респ, Бичурский р-н, Бичура с, Коммунистическая ул, дом № 81 Магазин ""Астра""
671360, Бурятия Респ, Бичурский р-н, Бичура с, Коммунистическая ул, дом № 81 Магазин ""Астра""
671372, Бурятия Респ, Бичурский р-н, Елань с, Логовского ул, дом № 84 ""А"" Магазин ""Ника""
671372, Бурятия Респ, Бичурский р-н, Елань с, Логовского ул, дом № 84 ""А"" Магазин ""Ника""
671360, Бурятия Респ, Бичурский р-н, Бичура с, Петрова ул, дом № 2а магазин ""Валерия""
671360, Бурятия Респ, Бичурский р-н, Бичура с, Петрова ул, дом № 2а магазин ""Валерия""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0007,Республиканская служба по потребительскому рынку и лицен.,02.14.2008,02.14.2013,,,,,Переоформлена,03.16.2011
,,79,"Общество с ограниченной ответственностью ""Эверест""",0306228309,030601001,"671300, Бурятия Респ, Заиграевский р-н, Онохой пгт, Гагарина ул, дом № 16",laguna0765@list.ru,"671300, Бурятия Респ, Заиграевский р-н, Онохой пгт, Гагарина ул., дом № 16 магазин ""эверест""
671300, Бурятия Респ, Заиграевский р-н, Онохой пгт, Гагарина ул., дом № 16 магазин ""эверест""
671300, Бурятия Респ, Заиграевский р-н, Онохой пгт, Гагарина ул., дом № 16а кафе ""Лилия""
671300, Бурятия Респ, Заиграевский р-н, Онохой пгт, Гагарина ул., дом № 16а кафе ""Лилия""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0008,Республиканская служба по потребительскому рынку и лицен.,02.19.2008,02.19.2013,,,,,Переоформлена,08.13.2009
,,80,"Общество с ограниченной ответственностью ""ИРОКС""",0323826806,032301001,"670033, Бурятия Респ, Улан-Удэ г, Намжилова ул, дом № 6",pepino2003@mail.ru,"670050, Бурятия Респ, Улан-Удэ г, Камова ул, дом № 25 пиццерия ""Пепино""
670050, Бурятия Респ, Улан-Удэ г, Камова ул, дом № 25 пиццерия ""Пепино""
670033, Бурятия Респ, Улан-Удэ г, Намжилова ул, дом № 6 Пиццерия ""Пепино""
670033, Бурятия Респ, Улан-Удэ г, Намжилова ул, дом № 6 Пиццерия ""Пепино""
670034, Бурятия Респ, Улан-Удэ г, 50 лет Октября пр-кт, дом № 31 бар в ресторане ""Асахи"" 2 этаж
670034, Бурятия Респ, Улан-Удэ г, 50 лет Октября пр-кт, дом № 31 бар в ресторане ""Асахи"" 2 этаж",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,431,Республиканская служба по потребительскому рынку и лицен.,12.29.2007,12.29.2012,06.19.2009,07.06.2009,,,Переоформлена,12.17.2010
,,81,"Общество с ограниченной ответственностью ""Тайга""",0307031312,030701001,"671950, Бурятия Респ, Закаменский р-н, Закаменск г, Седлецкого ул, дом № 15",Taygazakam@mail.ru,"671950, Бурятия Респ, Закаменский р-н, Закаменск г, Седлецкого ул, дом № 15- магазин ""Продукты 24""
671950, Бурятия Респ, Закаменский р-н, Закаменск г, Седлецкого ул, дом № 15- магазин ""Продукты 24""
671950, Бурятия Респ, Закаменский р-н, Закаменск г, Седлецкого ул, дом № 15 закусочная ""Кедр""
671950, Бурятия Респ, Закаменский р-н, Закаменск г, Седлецкого ул, дом № 15 закусочная ""Кедр""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,2,Республиканская служба по потребительскому рынку и лицен.,10.01.2007,10.01.2012,,,,,Переоформлена,02.03.2009
,,82,"Общество с ограниченной ответственностью ""Провинция""",0323125871,032301001,"670019, Бурятия Респ, Улан-Удэ г, Челутаевская ул, дом № 55",,"670019, Бурятия Респ, Улан-Удэ г, Волочаевская ул, дом № 30, кв.137 магазин ""Провинция""
670019, Бурятия Респ, Улан-Удэ г, Волочаевская ул, дом № 30, кв.137 магазин ""Провинция""
670019, Бурятия Респ, Улан-Удэ г, Челутаевская ул, дом № 55 магазин ""Провинция""
670019, Бурятия Респ, Улан-Удэ г, Челутаевская ул, дом № 55 магазин ""Провинция""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0073,Республиканская служба по потребительскому рынку и лицен.,06.03.2008,06.03.2013,,,,,Переоформлена,12.10.2010
,,93,"Общество с ограниченной ответственностью ""888""",0326036316,111111111,"670034, Бурятия Респ, Улан-Удэ г, Хахалова ул, дом № 2а",ooo888bat@mail.ru,"670000, Бурятия Респ, Улан-Удэ г, Балтахинова ул, дом № 9 павильон ПО""Центр. рынок""
670000, Бурятия Респ, Улан-Удэ г, Балтахинова ул, дом № 9 павильон ПО""Центр. рынок""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,219,Республиканская служба по потребительскому рынку и лицен.,07.05.2006,07.05.2014,,,,,Переоформлена,07.05.2009
,,94,"Общество с ограниченной ответственностью ""АБАК""",0318014894,111111111,"671160, Бурятия Респ, Селенгинский р-н, Гусиноозерск г, Проезжая ул, дом № 1",abak54@inbox.ru,"671160, Бурятия Респ, Селенгинский р-н, Гусиноозерск г, Проезжая ул, дом № 1 Магазин ""Абак""
671160, Бурятия Респ, Селенгинский р-н, Гусиноозерск г, Проезжая ул, дом № 1 Магазин ""Абак""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,28,Республиканская служба по потребительскому рынку и лицен.,06.27.2006,06.27.2016,,,,,Переоформлена,06.27.2011
,,96,"Общество с ограниченной ответственностью ""Айсберг""",0308012062,030801001,"670023, Бурятия Респ, Иволгинский р-н, Поселье с, Советская ул, дом № 60",,"670023, Бурятия Респ, Иволгинский р-н, Поселье с, Советская ул, дом № 60 магазин ""Айсберг""
670023, Бурятия Респ, Иволгинский р-н, Поселье с, Советская ул, дом № 60 магазин ""Айсберг""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,41,Республиканская служба по потребительскому рынку и лицен.,11.02.2006,11.02.2014,,,,,Переоформлена,11.02.2009
,,107,"Общество с ограниченной ответственностью ""Алексеева""",0326036475,032601001,"670000, Бурятия Респ, Улан-Удэ г, Иволгинская ул, дом № 55",svv691@mail.ru,"670000, Бурятия Респ, Улан-Удэ г, Иволгинская ул, дом № 55 магазин ""Продукты""
670000, Бурятия Респ, Улан-Удэ г, Иволгинская ул, дом № 55 магазин ""Продукты""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,181,Республиканская служба по потребительскому рынку и лицен.,06.30.2006,06.30.2016,,,,,Переоформлена,06.30.2011
,,108,"Общество с ограниченной ответственностью ""Алина""",0309011470,111111111,"671247, Бурятия Респ, Кабанский р-н, Селенгинск пгт, Южный мкр",sel-alina@mail.ru,"671247, Бурятия Респ, Кабанский р-н, Селенгинск пгт, Южный мкр, дом № 50 Магазин ""Алина""
671247, Бурятия Респ, Кабанский р-н, Селенгинск пгт, Южный мкр, дом № 50 Магазин ""Алина""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,306-000,Республиканская служба по потребительскому рынку и лицен.,06.26.2006,06.21.2016,,,,,Переоформлена,06.26.2011
,,110,"Общество с ограниченной ответственностью ""Анирам""",0311004897,031101001,"671640, Бурятия Респ, Курумканский р-н, Курумкан с, Советская ул, дом № 59",nrmaniram@mail.ru,"671640, Бурятия Респ, Курумканский р-н, Курумкан с, Советская ул, дом № 59 магазин ""АнираМ""
671640, Бурятия Респ, Курумканский р-н, Курумкан с, Советская ул, дом № 59 магазин ""АнираМ""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,22-00,Республиканская служба по потребительскому рынку и лицен.,12.06.2006,12.06.2014,,,,,Переоформлена,12.06.2009
,,111,"Общество с ограниченной ответственностью ""Арарат""",0319003341,031901001,"671110, Бурятия Респ, Тарбагатайский р-н, Тарбагатай с, Рокоссовского ул, дом № 1а",ararat.tarb@mail.ru,"671110, Бурятия Респ, Тарбагатайский р-н, Тарбагатай с, Ленина ул, дом № 27а магазин ""Мадонна""
671110, Бурятия Респ, Тарбагатайский р-н, Тарбагатай с, Ленина ул, дом № 27а магазин ""Мадонна""
671110, Бурятия Респ, Тарбагатайский р-н, Тарбагатай с, Рокоссовского ул, дом № 1а магазин ""Арарат""
671110, Бурятия Респ, Тарбагатайский р-н, Тарбагатай с, Рокоссовского ул, дом № 1а магазин ""Арарат""
671124, Бурятия Респ, Тарбагатайский р-н, Нижний Жирим с, Калинина ул магазин ""Продукты""
671124, Бурятия Респ, Тарбагатайский р-н, Нижний Жирим с, Калинина ул магазин ""Продукты""
670034, Бурятия Респ, Улан-Удэ г, Добролюбова ул, дом № 9 кафе ""Урарту""
670034, Бурятия Респ, Улан-Удэ г, Добролюбова ул, дом № 9 кафе ""Урарту""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0022/000,Республиканская служба по потребительскому рынку и лицен.,01.30.2007,01.30.2016,,,,,Переоформлена,01.30.2011
,,112,"Общество с ограниченной ответственностью ""Люкс""",0323355650,032301001,"670033, Бурятия Респ, Улан-Удэ г, Денисова ул, дом № 30",lyuks11@list.ru,"670033, Бурятия Респ, Улан-Удэ г, Алтайская ул, дом № 4 кафе ""Люкс""
670033, Бурятия Респ, Улан-Удэ г, Алтайская ул, дом № 4 кафе ""Люкс""
670033, Бурятия Респ, Улан-Удэ г, Краснофлотская ул, дом № 32 закусочная ""Люкс""
670033, Бурятия Респ, Улан-Удэ г, Краснофлотская ул, дом № 32 закусочная ""Люкс""
670033, Бурятия Респ, Улан-Удэ г, Краснофлотская ул, дом № 12- Бар ""Бистро 24""
670033, Бурятия Респ, Улан-Удэ г, Краснофлотская ул, дом № 12- Бар ""Бистро 24""
670013, Бурятия Респ, Улан-Удэ г, Ключевская ул, дом № 64 в кафе ""Товары Бурятии""
670013, Бурятия Респ, Улан-Удэ г, Ключевская ул, дом № 64 в кафе ""Товары Бурятии""
670033, Бурятия Респ, Улан-Удэ г, Краснофлотская ул, дом № 12 магазин ""Люкс""
670033, Бурятия Респ, Улан-Удэ г, Краснофлотская ул, дом № 12 магазин ""Люкс""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,0768,Республиканская служба по потребительскому рынку и лицен.,04.15.2011,04.15.2016,,,,,Переоформлена,07.07.2011
,,120,"Общество с ограниченной ответственностью ""МаксМил""",0323824380,032601001,"670034, Бурятия Респ, Улан-Удэ г, 50 лет Октября пр-кт, дом № 8 а",1_1_1_10@inbox.ru,"670034, Бурятия Респ, Улан-Удэ г, 50 лет Октября пр-кт, дом № 8 а бар в НК ""Пиранья""
670034, Бурятия Респ, Улан-Удэ г, 50 лет Октября пр-кт, дом № 8 а бар в НК ""Пиранья""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,432,Республиканская служба по потребительскому рынку и лицен.,12.29.2007,12.29.2012,,,,,Переоформлена,12.11.2008
,,126,"Общество с ограниченной ответственностью ""Ася""",0318003050,031801001,"671160, Бурятия Респ, Селенгинский р-н, Гусиноозерск г, Профсоюзная ул, дом № 10",asya.ooo@inbox.ru,"671160, Бурятия Респ, Селенгинский р-н, Гусиноозерск г, Профсоюзная ул, дом № 10 з закусочная ""Огонек""
671160, Бурятия Респ, Селенгинский р-н, Гусиноозерск г, Профсоюзная ул, дом № 10 з закусочная ""Огонек""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,35,Республиканская служба по потребительскому рынку и лицен.,07.07.2006,07.07.2016,,,,,Переоформлена,07.07.2011
,,127,"Общество с ограниченной ответственностью ""Аялга""",0326034686,032601001,"670000, Бурятия Респ, Улан-Удэ г, Калинина ул, дом № 15",txanum@mail.ru,"670000, Бурятия Респ, Улан-Удэ г, Калинина ул, дом № 15 магазин Продукты""
670000, Бурятия Респ, Улан-Удэ г, Калинина ул, дом № 15 магазин Продукты""",,03,03,Розничная продажа алкогольной продукции,Алкогольная продукция,111,Республиканская служба по потребительскому рынку и лицен.,06.26.2006,06.26.2016,,,,,Переоформлена,06.26.2011
