Номер,Дата,Организация,ИНН,КПП,Сумма по услуге,Опл. по услуге,Дата опл.,Отгр. по услуге,Дата отгр.,СЦ,Регион СЦ,Тип,Продукт,Регион,Услуга,Кол-во,Тарифный план,Статус,Продукт2
1208101147,12.09.2012,"ООО ""КСК Групп""",5036101450,503601001,7 000.00,7 000.00,13.09.2012,7 000.00,13.09.2012,0810 ООО Аспект,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201351511,12.09.2012,"ООО ""Биэль""",5036036539,503601001,5 500.00,5 500.00,13.09.2012, 0.00,,"0135 ООО ""Правовой Налоговый Консультант""",50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1219060124,12.09.2012,Общество с ограниченной ответственностью «Атлантика»,7730647555,772901001,5 000.00,5 000.00,13.09.2012,5 000.00,17.09.2012,"0906 ООО ""БК ОМП""",77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн» с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212079330,12.09.2012,"ООО ""Астория""",5006013767,500601001,7 000.00,7 000.00,13.09.2012,7 000.00,17.09.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212079319,12.09.2012,ИП Бухаран Лариса Николаевна,774301143814,,5 500.00,5 500.00,13.09.2012,5 500.00,14.09.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212079318,12.09.2012,ИП Бухаран Антон Александрович,774311658153,, 100.00, 100.00,13.09.2012, 100.00,14.09.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1207430172,12.09.2012,"ЗАО ""Продукты оптом""",5017035096,501701001, 100.00, 100.00,13.09.2012, 100.00,13.09.2012,0743 ООО КИЦ развития предпринимательства Истринского р-на,50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1205421300,12.09.2012,ИП Юрченко Юрий Иванович,501602578179,, 100.00, 100.00,13.09.2012, 100.00,12.09.2012,0542 СЦ «МособлКонтур»,50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204440588,12.09.2012,"ООО ""Юджин""",7734665379,773401001, 100.00, 100.00,13.09.2012, 0.00,,0444 ООО «Гольдберг-Софт»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1204483234,11.09.2012,ИП Артемьев Александр Юрьевич,500709205890,, 100.00, 100.00,13.09.2012, 100.00,13.09.2012,0448 ООО АЛЬФА-СЕРВИС,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201656717,11.09.2012,"OOO ""Мове Бар""",7729677019,771401001,7 000.00,7 000.00,13.09.2012,7 000.00,17.09.2012,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212078514,06.09.2012,"ООО ""АЮ""",7722014710,772201001,7 000.00,7 000.00,13.09.2012,7 000.00,17.09.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1206030457,06.08.2012,ООО «Сказка»,3310005822,331001001, 100.00, 0.00,13.09.2012, 100.00,13.08.2012,"0603 ООО ""Компания Альмави""",77,Право использования программы,Отчетность в Росалкогольрегулирование,33,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1202640414,14.09.2012,"ООО ""АГ-ФОРТУНА""",5029139163,502901001,7 000.00,7 000.00,14.09.2012, 0.00,,0264 МУП ГИВЦ,50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1208101160,14.09.2012,"ООО ""АГРОФИРМА АЭЛИТА-ФЛОРА""",7721217595,771801001, 100.00, 100.00,14.09.2012, 100.00,18.09.2012,0810 ООО Аспект,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201655711,14.09.2012,"ООО ""Свой круг""",7725567382,772501001,5 000.00,5 000.00,14.09.2012,5 000.00,17.09.2012,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн» с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212079709,14.09.2012,ООО «АУБИ ЦЕНТР»,7716560920,771601001, 100.00, 100.00,14.09.2012, 100.00,17.09.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1208224111,14.09.2012,ООО «Венеда»,7724698880,772401001, 100.00, 100.00,14.09.2012, 100.00,17.09.2012,"0822 ЗАО ""Группа Компаний ""Новые Бизнес Системы",77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201655710,14.09.2012,"ООО ""ТД ""А-3",7723780796,772301001, 100.00, 100.00,14.09.2012, 100.00,17.09.2012,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1207430181,14.09.2012,"ООО ""Истомин""",5017033758,501701001,7 000.00,7 000.00,14.09.2012, 0.00,,0743 ООО КИЦ развития предпринимательства Истринского р-на,50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1203740445,14.09.2012,"ООО ""Премиум Центр""",7709823342,502401001,5 500.00,5 500.00,14.09.2012, 0.00,,0374 ООО «Лидер-М»,50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212079640,13.09.2012,"OOO ""Меридиан Лайн""",7709770027,770901001, 100.00, 100.00,14.09.2012, 100.00,17.09.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201656767,13.09.2012,"Общество с ограниченной ответственностью ""Зю-Зю""",7717713819,771701001, 100.00, 100.00,14.09.2012, 100.00,21.09.2012,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212079611,13.09.2012,"ООО ""Лидер ЮК""",7705591010,770501001, 100.00, 100.00,14.09.2012, 100.00,17.09.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1208224092,13.09.2012,"ООО ""РУС БУРГЕР""",2465213044,770401001, 100.00, 100.00,14.09.2012, 100.00,17.09.2012,"0822 ЗАО ""Группа Компаний ""Новые Бизнес Системы",77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212079558,13.09.2012,Индивидуальный предприниматель Лазарев Михаил Федорович,503500009868,, 100.00, 100.00,14.09.2012, 100.00,14.09.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212079558,13.09.2012,Индивидуальный предприниматель Алексеева Галина Геннадьевна,503502879306,, 100.00, 100.00,14.09.2012, 100.00,14.09.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1208224090,13.09.2012,"ООО ""ТУЯ""",7703641882,770301001, 100.00, 100.00,14.09.2012, 0.00,,"0822 ЗАО ""Группа Компаний ""Новые Бизнес Системы",77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1208224089,13.09.2012,ООО «Фея»,7706752887,770601001, 100.00, 100.00,14.09.2012, 100.00,17.09.2012,"0822 ЗАО ""Группа Компаний ""Новые Бизнес Системы",77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1208224088,13.09.2012,ООО «БУРГЕР РУС-5»,7719757040,771901001,3 500.00,3 500.00,14.09.2012,3 500.00,17.09.2012,"0822 ЗАО ""Группа Компаний ""Новые Бизнес Системы",77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1208224087,13.09.2012,ООО «БУРГЕР РУС-4»,7719756913,771901001,3 500.00,3 500.00,14.09.2012,3 500.00,17.09.2012,"0822 ЗАО ""Группа Компаний ""Новые Бизнес Системы",77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1208224086,13.09.2012,"ООО ""БУРГЕР РУС-3""",7719755074,771901001,3 500.00,3 500.00,14.09.2012,3 500.00,17.09.2012,"0822 ЗАО ""Группа Компаний ""Новые Бизнес Системы",77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1208224085,13.09.2012,ООО «БУРГЕР РУС-2»,7706725210,770601001,3 500.00,3 500.00,14.09.2012,3 500.00,17.09.2012,"0822 ЗАО ""Группа Компаний ""Новые Бизнес Системы",77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1208224084,13.09.2012,ООО «БУРГЕР РУС-1»,7706725202,770601001, 100.00, 100.00,14.09.2012, 100.00,17.09.2012,"0822 ЗАО ""Группа Компаний ""Новые Бизнес Системы",77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1208224083,13.09.2012,"ООО ""БУРГЕР РУС""",7719723690,770401001,3 500.00,3 500.00,14.09.2012,3 500.00,17.09.2012,"0822 ЗАО ""Группа Компаний ""Новые Бизнес Системы",77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1208224082,13.09.2012,ООО «Азалия»,7719761769,771901001, 100.00, 100.00,14.09.2012, 100.00,17.09.2012,"0822 ЗАО ""Группа Компаний ""Новые Бизнес Системы",77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1203740437,11.09.2012,"Общество с ограниченной ответственностью ""Союз""",5024080276,502401001, 100.00, 100.00,14.09.2012, 100.00,14.09.2012,0374 ООО «Лидер-М»,50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212078993,11.09.2012,"Общество с ограниченной ответственностью ""ПроСервис Нижний Новгород""",5251113369,525101001,5 500.00,5 500.00,14.09.2012, 0.00,,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,52,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1203542429,05.09.2012,"ООО ""Фирма ЮРГА""",7726271525,772701001, 100.00, 100.00,14.09.2012, 100.00,14.09.2012,"0354 ЗАО ""ОВИОНТ ИНФОРМ""",77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1208110722,04.09.2012,ООО «Паприка»,7705920722,770501001,5 000.00,5 000.00,14.09.2012,5 000.00,17.09.2012,"0811 ООО ""Контур-Эксперт""",77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн» с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1202772134,24.08.2012,"ООО ""Лоцман""",7707639027,774301001, 100.00, 100.00,14.09.2012, 0.00,,"0277 ООО ""Белый Бизнес""",77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1205991170,13.09.2012,ИП Свириденко Любовь Евгеньевна,503601705533,,7 000.00,7 000.00,15.09.2012,7 000.00,14.09.2012,0599 ООО “Бизнес ТелеСистемы”,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212079694,14.09.2012,"ООО ""Свинго""",7734137516,773401001,7 000.00,7 000.00,16.09.2012,7 000.00,17.09.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212079994,17.09.2012,"ООО ""Трактир Алтай""",7715185257,771501001, 100.00, 100.00,17.09.2012, 100.00,18.09.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212079960,17.09.2012,"Общество с ограниченной ответственностью ""Лиан-Моторс""",7715858209,771501001,7 000.00,7 000.00,17.09.2012, 0.00,,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212079952,17.09.2012,Индивидуальный предприниматель Ермаков Андрей Сергеевич,502771568811,, 100.00, 100.00,17.09.2012, 100.00,18.09.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1203740454,17.09.2012,ИП Хохлова Лидия Ивановна,502401892179,,5 500.00,5 500.00,17.09.2012, 0.00,,0374 ООО «Лидер-М»,50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1207334189,17.09.2012,ООО «Империя Пиццы Мытищи» ,7720591470,502901001,1 500.00,1 500.00,17.09.2012,1 500.00,19.09.2012,0733 ООО «Новые Интернет Технологии»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,Изготовление дополнительного сертификата ЭЦП для отчетности в Росалкогольрегулирование для организации на обслуживании (для абонентов системы «Контур-Экстерн» в режиме «Обслуживающая бухгалтерия»),1,доп сертификат ЭТП,доп услуги,Отчетность в Росалкогольрегулирование
1207334189,17.09.2012,ООО «Фабрика Кухни»,7715872563,771501001,1 500.00,1 500.00,17.09.2012,1 500.00,19.09.2012,0733 ООО «Новые Интернет Технологии»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,Изготовление дополнительного сертификата ЭЦП для отчетности в Росалкогольрегулирование для организации на обслуживании (для абонентов системы «Контур-Экстерн» в режиме «Обслуживающая бухгалтерия»),1,доп сертификат ЭТП,доп услуги,Отчетность в Росалкогольрегулирование
1207334189,17.09.2012,ООО «Фабрика Империи» ,7720602315,772001001, 100.00, 100.00,17.09.2012, 100.00,19.09.2012,0733 ООО «Новые Интернет Технологии»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212079899,17.09.2012,"ООО ""Управляющая компания ""ПАРТНЕР",5001064020,500101001,3 500.00,3 500.00,17.09.2012,3 500.00,18.09.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1212079896,17.09.2012,"ООО ""Дэкстро""",7733101690,773001001, 100.00, 100.00,17.09.2012, 100.00,17.09.2012,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1207430189,17.09.2012,ИП Якимова Ольга Васильевна,501700003387,, 100.00, 100.00,17.09.2012, 0.00,,0743 ООО КИЦ развития предпринимательства Истринского р-на,50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1205991195,17.09.2012,"ООО ""ОЗЁРНОЕ""",7703723077,771001001, 100.00, 100.00,17.09.2012, 100.00,18.09.2012,0599 ООО “Бизнес ТелеСистемы”,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1202180231,17.09.2012,ИП Рабочих Евгений Анатольевич,507700061559,, 100.00, 100.00,17.09.2012, 100.00,18.09.2012,"0218 ООО ""Максион""",50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1207334177,17.09.2012,"ООО ""НовоТорг""",7726678688,770601001,3 500.00,3 500.00,17.09.2012,3 500.00,18.09.2012,0733 ООО «Новые Интернет Технологии»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" для абонентов системы «Контур-Экстерн»",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1207334176,17.09.2012,Общество  с ограниченной ответственностью «МиксАгро»,7726670872,772601001, 100.00, 100.00,17.09.2012, 100.00,18.09.2012,0733 ООО «Новые Интернет Технологии»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1207334175,17.09.2012,ООО «Панорама Групп»,7708728978,770601001, 100.00, 100.00,17.09.2012, 100.00,18.09.2012,0733 ООО «Новые Интернет Технологии»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1201656781,17.09.2012,"ООО ""ЭкстроБар СитиМолл""",7731642260,773101001,1 500.00,1 500.00,17.09.2012,1 500.00,17.09.2012,0165 ЗАО «Расчетный Центр «Практик»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,Изготовление дополнительного сертификата ЭЦП для отчетности в Росалкогольрегулирование для организации на обслуживании (для абонентов системы «Контур-Экстерн» в режиме «Обслуживающая бухгалтерия»),1,доп сертификат ЭТП,доп услуги,Отчетность в Росалкогольрегулирование
1203820529,17.09.2012,"ООО ""Ручеёк""",5032248941,503201001,5 500.00,5 500.00,17.09.2012, 0.00,,0382 ООО «Компьютерное Агентство «ЦИТ»,50,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1208224128,14.09.2012,"OOO""Гамма""",5029158550,502901001,7 000.00,7 000.00,17.09.2012,7 000.00,17.09.2012,"0822 ЗАО ""Группа Компаний ""Новые Бизнес Системы",77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование"" с записью сертификата ключа ЭЦП на защищенный носитель Рутокен",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1207334172,14.09.2012,"ООО Фирма ""Продторг""",7732018520,773001001,5 500.00,5 500.00,17.09.2012,5 500.00,19.09.2012,0733 ООО «Новые Интернет Технологии»,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1205991186,14.09.2012,ООО «Вятское подворье»,5047105230,504701001, 100.00, 100.00,17.09.2012, 100.00,18.09.2012,0599 ООО “Бизнес ТелеСистемы”,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1205991185,14.09.2012,"ООО ""Региональные товары""",5047125540,504701001,5 500.00,5 500.00,17.09.2012,5 500.00,18.09.2012,0599 ООО “Бизнес ТелеСистемы”,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1205991184,14.09.2012,"ООО ""Щи да Каша""",5047129009,504701001,5 500.00,5 500.00,17.09.2012,5 500.00,18.09.2012,0599 ООО “Бизнес ТелеСистемы”,77,Право использования программы,Отчетность в Росалкогольрегулирование,50,"Оказание услуг по тарифному плану ""Отчетность в Росалкогольрегулирование""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1208110767,14.09.2012,ООО «КОМПАНИЯ ФРОГ»,7714209096,771401001, 100.00, 100.00,17.09.2012, 100.00,18.09.2012,"0811 ООО ""Контур-Эксперт""",77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
1208101144,11.09.2012,"ООО ""АР-АКВА""",7726662663,772601001, 100.00, 100.00,17.09.2012, 0.00,,0810 ООО Аспект,77,Право использования программы,Отчетность в Росалкогольрегулирование,77,"Право использования программы для ЭВМ ""Контур-ЭЦП""",1,Отчетность в Росалкогольрегулирование,подключение,Отчетность в Росалкогольрегулирование
